date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:02:44	1011/1011	------	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Nov%202013%2010:18:53%20GMT	http://projecteuler.net/robots.txt		(from )
11:02:44	5581/5581	------	200	untouched ('OK')	text/html	date:Tue,%2019%20Nov%202013%2010:18:53%20GMT	http://projecteuler.net/	C:/My%20Web%20Sites/http___projecteuler.net/projecteuler.net/index.html	(from )
11:02:44	156/156	------	302	error ('Moved%20Temporarily')	text/html	date:Tue,%2019%20Nov%202013%2010:18:58%20GMT	http://projecteuler.net/secure=d3b65	C:/My%20Web%20Sites/http___projecteuler.net/projecteuler.net/secure=d3b65.0.delayed	(from http://projecteuler.net/)
11:02:44	1406/1406	------	200	untouched ('')	image/x-icon	etag:%22473f76b-57e-4cd87349e0653%22	http://projecteuler.net/favicon.ico	C:/My%20Web%20Sites/http___projecteuler.net/projecteuler.net/favicon.ico	(from http://projecteuler.net/)
11:02:44	6574/6574	------	200	untouched ('OK')	text/css	etag:%22479f073-19ae-4dc7403abb6f7%22	http://projecteuler.net/style_main.css	C:/My%20Web%20Sites/http___projecteuler.net/projecteuler.net/style_main.css	(from http://projecteuler.net/)
11:02:44	1236/1236	------	200	untouched ('OK')	text/css	etag:%22479f075-4d4-4cfbb6902880b%22	http://projecteuler.net/style_light.css	C:/My%20Web%20Sites/http___projecteuler.net/projecteuler.net/style_light.css	(from http://projecteuler.net/)
11:02:44	5581/5581	------	200	untouched ('OK')	text/html	date:Tue,%2019%20Nov%202013%2010:18:55%20GMT	http://projecteuler.net/about	C:/My%20Web%20Sites/http___projecteuler.net/projecteuler.net/about.html	(from http://projecteuler.net/)
11:02:44	5730/5730	------	200	untouched ('OK')	text/html	date:Tue,%2019%20Nov%202013%2010:18:55%20GMT	http://projecteuler.net/register	C:/My%20Web%20Sites/http___projecteuler.net/projecteuler.net/register.html	(from http://projecteuler.net/)
11:02:44	19908/19908	------	200	untouched ('OK')	text/html	date:Tue,%2019%20Nov%202013%2010:18:56%20GMT	http://projecteuler.net/problems	C:/My%20Web%20Sites/http___projecteuler.net/projecteuler.net/problems.html	(from http://projecteuler.net/)
11:02:44	4887/4887	------	200	untouched ('OK')	text/html	date:Tue,%2019%20Nov%202013%2010:18:56%20GMT	http://projecteuler.net/login	C:/My%20Web%20Sites/http___projecteuler.net/projecteuler.net/login.html	(from http://projecteuler.net/)
11:02:44	3229/3229	------	200	untouched ('')	application/xml	etag:%224e8dc02-c9d-4eb529f13daaa%22	http://projecteuler.net/rss2_euler.xml	C:/My%20Web%20Sites/http___projecteuler.net/projecteuler.net/rss2_euler.xml	(from http://projecteuler.net/)
11:02:44	1228/1228	------	200	untouched ('')	image/png	etag:%2247866d6-4cc-4cd6d85ab4319%22	http://projecteuler.net/images/icon_rss.png	C:/My%20Web%20Sites/http___projecteuler.net/projecteuler.net/images/icon_rss.png	(from http://projecteuler.net/)
11:02:44	904/904	------	200	untouched ('')	image/png	etag:%2247865b3-388-4cd6d85a9a258%22	http://projecteuler.net/images/icon_lock.png	C:/My%20Web%20Sites/http___projecteuler.net/projecteuler.net/images/icon_lock.png	(from http://projecteuler.net/)
11:02:44	3299/3299	------	200	untouched ('')	image/png	etag:%2247866d9-ce3-4cd6d85b42800%22	http://projecteuler.net/images/pe_banner_light.png	C:/My%20Web%20Sites/http___projecteuler.net/projecteuler.net/images/pe_banner_light.png	(from http://projecteuler.net/)
11:02:44	77183/77183	------	200	untouched ('')	image/png	etag:%224786560-12d7f-4cd6d859dc3f0%22	http://projecteuler.net/images/euler_portrait.png	C:/My%20Web%20Sites/http___projecteuler.net/projecteuler.net/images/euler_portrait.png	(from http://projecteuler.net/)
11:02:44	5486/5486	------	200	untouched ('OK')	text/html	date:Tue,%2019%20Nov%202013%2010:19:00%20GMT	http://projecteuler.net/copyright	C:/My%20Web%20Sites/http___projecteuler.net/projecteuler.net/copyright.html	(from http://projecteuler.net/)
11:02:44	156/156	------	302	error ('Moved%20Temporarily')	text/html	date:Tue,%2019%20Nov%202013%2010:19:00%20GMT	http://projecteuler.net/secure=698f4	C:/My%20Web%20Sites/http___projecteuler.net/projecteuler.net/secure=698f4.1.delayed	(from http://projecteuler.net/about)
11:02:44	156/156	------	302	error ('Moved%20Temporarily')	text/html	date:Tue,%2019%20Nov%202013%2010:19:00%20GMT	http://projecteuler.net/secure=44943	C:/My%20Web%20Sites/http___projecteuler.net/projecteuler.net/secure=44943.2.delayed	(from http://projecteuler.net/register)
11:02:44	8281/8281	------	200	untouched ('')	image/png	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	http://projecteuler.net/captcha/image_show.php?ekey=5723511187b0	C:/My%20Web%20Sites/http___projecteuler.net/projecteuler.net/captcha/image_showf4cc.png	(from http://projecteuler.net/register)
11:02:44	318788/318788	------	200	untouched ('')	audio/x-wav	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	http://projecteuler.net/captcha/image_play.php	C:/My%20Web%20Sites/http___projecteuler.net/projecteuler.net/captcha/image_play.wav	(from http://projecteuler.net/register)
11:02:44	404/404	------	200	untouched ('')	image/gif	etag:%22472acdf-194-4cd6d6772cdc4%22	http://projecteuler.net/captcha/audio_icon.gif	C:/My%20Web%20Sites/http___projecteuler.net/projecteuler.net/captcha/audio_icon.gif	(from http://projecteuler.net/register)
11:02:44	8603/8603	------	200	untouched ('')	image/png	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	http://projecteuler.net/captcha/image_show.php?ekey=5723511187b0&unique=	C:/My%20Web%20Sites/http___projecteuler.net/projecteuler.net/captcha/image_showcc30.png	(from http://projecteuler.net/register)
11:02:44	156/156	------	302	error ('Moved%20Temporarily')	text/html	date:Tue,%2019%20Nov%202013%2010:19:25%20GMT	http://projecteuler.net/secure=2b73f	C:/My%20Web%20Sites/http___projecteuler.net/projecteuler.net/secure=2b73f.6.delayed	(from http://projecteuler.net/problems)
11:02:45	58810/58810	------	200	untouched ('')	application/javascript	etag:11cd36db117e4b10abe5d1f209ab3d70	http://cdn.mathjax.org/mathjax/latest/MathJax.js?config=TeX-AMS_HTML	C:/My%20Web%20Sites/http___projecteuler.net/cdn.mathjax.org/mathjax/latest/MathJax7b8b.js	(from http://projecteuler.net/problems)
11:02:45	19866/19866	------	200	untouched ('OK')	text/html	date:Tue,%2019%20Nov%202013%2010:19:26%20GMT	http://projecteuler.net/problems;page=2	C:/My%20Web%20Sites/http___projecteuler.net/projecteuler.net/problems;page=2.html	(from http://projecteuler.net/problems)
11:02:46	21110/21110	------	200	untouched ('OK')	text/html	date:Tue,%2019%20Nov%202013%2010:19:27%20GMT	http://projecteuler.net/problems;page=4	C:/My%20Web%20Sites/http___projecteuler.net/projecteuler.net/problems;page=4.html	(from http://projecteuler.net/problems)
11:02:46	20098/20098	------	200	untouched ('OK')	text/html	date:Tue,%2019%20Nov%202013%2010:19:39%20GMT	http://projecteuler.net/problems;page=5	C:/My%20Web%20Sites/http___projecteuler.net/projecteuler.net/problems;page=5.html	(from http://projecteuler.net/problems)
11:02:46	21457/21457	------	200	untouched ('OK')	text/html	date:Tue,%2019%20Nov%202013%2010:20:05%20GMT	http://projecteuler.net/problems;page=6	C:/My%20Web%20Sites/http___projecteuler.net/projecteuler.net/problems;page=6.html	(from http://projecteuler.net/problems)
11:02:46	22817/22817	------	200	untouched ('OK')	text/html	date:Tue,%2019%20Nov%202013%2010:20:05%20GMT	http://projecteuler.net/problems;page=7	C:/My%20Web%20Sites/http___projecteuler.net/projecteuler.net/problems;page=7.html	(from http://projecteuler.net/problems)
11:02:46	22771/22771	------	200	untouched ('OK')	text/html	date:Tue,%2019%20Nov%202013%2010:20:06%20GMT	http://projecteuler.net/problems;page=8	C:/My%20Web%20Sites/http___projecteuler.net/projecteuler.net/problems;page=8.html	(from http://projecteuler.net/problems)
11:02:46	21754/21754	------	200	untouched ('OK')	text/html	date:Tue,%2019%20Nov%202013%2010:20:31%20GMT	http://projecteuler.net/problems;page=9	C:/My%20Web%20Sites/http___projecteuler.net/projecteuler.net/problems;page=9.html	(from http://projecteuler.net/problems)
11:02:46	4621/4621	------	200	untouched ('OK')	text/html	date:Tue,%2019%20Nov%202013%2010:20:36%20GMT	http://projecteuler.net/problem=1	C:/My%20Web%20Sites/http___projecteuler.net/projecteuler.net/problem=1.html	(from http://projecteuler.net/problems)
